# source, target, weight, time
18,40638,1,1141138020
18,16650,1,1141136520
18,4434,1,1141137660
18,40638,1,1141137780
18,40705,1,1141135560
18,4434,1,1141138920
18,2633,1,1141138800
18,5936,1,1141040040
18,48503,1,1149413580
19,18,1,1133379360
19,14994,1,1126602600
19,10860,1,1125266640
20,8,1,1133380440
21,6,1,1133417640
22,23,1,1133399760
22,7515,1,1138357140
22,22594,1,1138356420
22,2670,1,1138356960
22,22,1,1135258800
22,12651,1,1135273380
22,8006,1,1135259760
22,26604,1,1135257960
22,2196,1,1135258980
22,27208,1,1134154620
22,1771,1,1142534040
22,17799,1,1141299000
22,13265,1,1152874620
23,29,1,1133439420
23,133,1,1133473680
23,18,1,1133394120
23,29,1,1133728680
23,3983,1,1128853260
23,8041,1,1128852180
23,6359,1,1126564860
23,15409,1,1126553940
23,12430,1,1137175560
23,1857,1,1137263640
23,1857,1,1137332040
23,11,1,1135272900
23,11,1,1135792680
23,11,1,1135707360
23,11,1,1135720620
23,11,1,1135604820
23,201,1,1134241860
23,201,1,1134224160
23,1531,1,1147034820
23,762,1,1143059820
23,38727,1,1150842180
23,38727,1,1150912680
23,1338,1,1149581880
23,7820,1,1149622440
23,16466,1,1149662640
24,25,1,1133390340
25,52,1,1133386140
26,3,1,1133380680
27,28,1,1133378580
27,1315,1,1132936080
27,1333,1,1132936740
27,1299,1,1132936380
27,1500,1,1132887900
27,2132,1,1132274520
27,274,1,1132240680
27,2341,1,1132238100
27,2315,1,1132238700
27,2378,1,1132238520
27,2315,1,1132239360
27,2321,1,1132237740
27,1081,1,1131709740
27,2388,1,1130974620
27,8622,1,1129645440
27,2443,1,1129642860
27,9005,1,1129639800
27,9006,1,1129638720
27,2388,1,1129221960
27,2388,1,1129224060
27,9455,1,1129219740
27,2388,1,1129233000
27,2388,1,1129220940
27,7359,1,1128539040
27,2700,1,1128522720
27,4127,1,1128524340
27,11096,1,1128429360
27,11780,1,1128089640
27,6557,1,1129099140
27,11833,1,1128089940
27,11751,1,1128090600
27,9903,1,1127928420
27,13170,1,1127662320
27,8998,1,1127662500
27,13334,1,1127651580
27,1795,1,1127653140
27,13361,1,1127654580
27,13365,1,1127653680
27,13386,1,1127665920
27,1524,1,1127656500
27,13408,1,1127652780
27,1524,1,1127655060
27,13386,1,1127653500
27,13334,1,1127650800
27,13390,1,1127652960
27,13375,1,1127654880
27,13334,1,1127651160
27,13742,1,1127582400
27,13729,1,1127581560
27,13720,1,1127582040
27,13743,1,1127582220
27,1490,1,1127583420
27,13809,1,1127569380
27,52,1,1127479500
27,4185,1,1126558740
27,11145,1,1126282080
27,14078,1,1126174800
27,1214,1,1126177920
27,11562,1,1140020400
27,15553,1,1140019740
27,9287,1,1140021240
27,19179,1,1139592240
27,2326,1,1139592000
27,19175,1,1139591520
27,19186,1,1139678580
27,3381,1,1139592540
27,1996,1,1139591280
27,20105,1,1139213760
27,5946,1,1138549260
27,21564,1,1138549020
27,21589,1,1138548360
27,21543,1,1138549440
27,186,1,1138654860
27,186,1,1138574640
27,186,1,1138580520
27,186,1,1138580880
27,21951,1,1138396980
27,5575,1,1137427560
27,5702,1,1137427380
27,2603,1,1134160440
27,430,1,1134154560
27,25033,1,1133615460
27,1516,1,1144139520
27,430,1,1144139220
27,2295,1,1141394340
27,3291,1,1141396680
27,17327,1,1141392480
27,9379,1,1141393320
27,4287,1,1141390560
28,28,1,1133386860
28,1,1,1133377800
29,23,1,1133413980
29,23,1,1133720280
29,23,1,1133760000
29,3584,1,1131177840
30,28,1,1133378280
31,32,1,1133384700
31,4137,1,1129638240
31,7505,1,1125848580
31,1853,1,1138793580
31,430,1,1138765320
31,1998,1,1135253640
32,52,1,1133381520
32,5020,1,1130740080
32,4920,1,1130731260
32,201,1,1127465580
32,4446,1,1139696940
32,20628,1,1138872720
32,9690,1,1138899960
32,32,1,1137442560
32,24548,1,1137483300
32,1945,1,1137437640
32,147,1,1135681560
32,1173,1,1135677120
32,14722,1,1135681080
32,19483,1,1135674480
32,35137,1,1145426400
32,2204,1,1145464380
32,31522,1,1145425260
32,113,1,1145429640
32,35153,1,1145425980
32,35150,1,1145429160
32,36553,1,1144054980
32,9430,1,1144053300
32,31309,1,1144054260
32,24409,1,1144051740
32,10540,1,1144121820
32,37038,1,1143736380
32,45422,1,1152056280
32,8143,1,1149424680
32,430,1,1149324300
32,49501,1,1148976900
32,275,1,1148976720
33,8,1,1133398860
34,8,1,1133385960
34,42,1,1133393460
34,71,1,1133445660
34,14,1,1133386620
34,86,1,1133383260
34,95,1,1133396160
34,1,1,1133378280
34,8,1,1133383860
34,120,1,1133394360
34,8,1,1133380560
34,39,1,1133389320
34,7216,1,1134157080
34,1083,1,1134171420
34,1083,1,1134164160
35,18,1,1133387040
35,18,1,1133380020
35,16,1,1133587620
35,35,1,1133471340
35,1879,1,1148499180
36,17,1,1133380800
36,104,1,1133382180
36,8,1,1133382000
36,201,1,1133365680
36,1280,1,1132328400
36,2339,1,1132248480
36,2350,1,1132248780
36,558,1,1131117180
36,1529,1,1131114660
36,4685,1,1131033480
36,4859,1,1131034020
36,1058,1,1130438100
36,6375,1,1130438280
36,404,1,1129314240
36,4058,1,1129048260
36,10187,1,1129047240
36,5243,1,1128691500
36,10591,1,1128690420
36,10666,1,1128690660
36,8168,1,1128691260
36,10001,1,1128533820
36,12679,1,1127828160
36,2341,1,1127830500
36,2514,1,1127829120
36,8998,1,1127828280
36,12719,1,1127829720
36,369,1,1127829420
36,11331,1,1127499120
36,4194,1,1127499360
36,8934,1,1127499780
36,11331,1,1127500620
36,8365,1,1126283280
36,15731,1,1126283460
36,16033,1,1126171440
36,1524,1,1140197760
36,18320,1,1140197340
36,1524,1,1140197940
36,487,1,1140196380
36,1524,1,1140198600
36,18345,1,1140196740
36,2917,1,1140022020
36,15553,1,1140021780
36,18827,1,1139922960
36,3023,1,1139925720
36,19683,1,1139419860
36,910,1,1139420100
36,2685,1,1139401440
36,13412,1,1138805640
36,4704,1,1138808400
36,10578,1,1138739580
36,402,1,1138734900
36,20471,1,1138739340
36,21439,1,1138738260
36,21768,1,1138556340
36,12540,1,1138556520
36,762,1,1138556760
36,4950,1,1137601680
36,24095,1,1137602460
36,8560,1,1137602700
36,24081,1,1137602100
36,25138,1,1136581560
36,4131,1,1136573460
36,4131,1,1136581140
36,1725,1,1135961640
36,25742,1,1135963200
36,9414,1,1135960620
36,2337,1,1135963320
36,10037,1,1135965120
36,25738,1,1135961280
36,11959,1,1135960380
36,2814,1,1135960980
36,263,1,1135964520
36,5895,1,1135962600
36,5120,1,1135963500
36,6681,1,1135866540
36,25950,1,1135869120
36,2074,1,1135861800
36,25926,1,1135868880
36,439,1,1135878240
36,13697,1,1135274160
36,4450,1,1135281060
36,1944,1,1135282200
36,5956,1,1134843480
36,28111,1,1134843180
36,3939,1,1134756660
36,9706,1,1134757440
36,29453,1,1134150240
36,27682,1,1134149880
36,5895,1,1134149760
36,29779,1,1134155040
36,4065,1,1134155640
36,430,1,1134154740
36,23030,1,1133541600
36,12761,1,1133541420
36,25005,1,1133542320
36,5656,1,1147798620
36,5656,1,1147800660
36,30957,1,1147800000
36,1288,1,1147799820
36,1529,1,1147799580
36,26318,1,1147797840
36,17801,1,1147361220
36,2565,1,1147189260
36,5454,1,1146681660
36,15812,1,1146681840
36,31234,1,1146158040
36,460,1,1145631060
36,2324,1,1145632380
36,1558,1,1143055380
36,4753,1,1143055860
36,9620,1,1142014200
36,39171,1,1142012760
36,34055,1,1142009760
36,39239,1,1142005800
36,678,1,1142021520
36,26158,1,1142002140
36,36,1,1142000940
36,39245,1,1142022660
36,22215,1,1142010660
36,39239,1,1142006160
36,20071,1,1142022300
36,39235,1,1142000760
36,15527,1,1142001240
36,39245,1,1142011140
36,13374,1,1142022960
36,3366,1,1142001360
36,678,1,1142001060
36,36513,1,1142009940
36,12989,1,1141935120
36,1265,1,1141935000
36,2357,1,1141399740
36,39885,1,1141395360
36,32655,1,1141323600
36,827,1,1141315080
36,9778,1,1141314840
36,20268,1,1141145460
36,14653,1,1156954920
36,32316,1,1156446000
36,6881,1,1156446300
36,2337,1,1154446740
36,27026,1,1154445720
36,629,1,1153912080
36,4096,1,1153840380
36,44318,1,1153835760
36,30127,1,1153839060
36,9701,1,1153838520
36,3015,1,1152875460
36,13933,1,1152901920
36,27594,1,1152875640
36,38174,1,1152885780
36,44758,1,1152885960
36,46127,1,1151689500
36,46151,1,1151688300
36,3721,1,1151689800
36,34569,1,1151595900
36,38467,1,1151596080
36,46412,1,1151595660
36,17796,1,1150390380
36,46955,1,1150390260
36,47690,1,1149773580
36,47666,1,1149774300
36,439,1,1149774180
36,20864,1,1149246360
36,4170,1,1149255180
36,6281,1,1149245100
36,9488,1,1149255480
36,13357,1,1149250860
36,6281,1,1149255900
36,6281,1,1149250440
36,49067,1,1149254340
36,19141,1,1149245280
36,49563,1,1148982900
36,39995,1,1148983620
36,201,1,1148983200
36,19532,1,1148494860
36,8172,1,1148497200
36,35804,1,1148496600
36,10406,1,1148496720
36,16363,1,1155651540
37,1,1,1133377680
37,229,1,1133367060
37,29891,1,1133822760
38,18,1,1133379960
39,34,1,1133385720
40,41,1,1133537160
41,12,1,1133381940
42,85,1,1133380080
42,166,1,1133379780
42,85,1,1133372460
42,10785,1,1128527040
42,12937,1,1127682240
42,13019,1,1127681580
42,7515,1,1126200240
42,12422,1,1125649740
42,1771,1,1147948920
42,19132,1,1147434540
42,36556,1,1144051740
42,4021,1,1143314700
42,6921,1,1143322320
42,47925,1,1149590880
42,44949,1,1155816420
43,18,1,1133381640
43,37,1,1133381400
43,1710,1,1132591140
43,8522,1,1129647900
43,11140,1,1128429840
43,13994,1,1127490960
43,1081,1,1127485920
43,20703,1,1138799880
43,25152,1,1136573880
43,15562,1,1134747420
43,29451,1,1134149940
43,430,1,1144076280
43,2975,1,1144086360
43,39312,1,1141919580
43,44816,1,1151592780
43,50813,1,1155649620
43,12564,1,1155656520
44,8,1,1133394120
45,17,1,1133380260
45,19629,1,1139427120
45,3707,1,1139218980
45,6681,1,1139218620
46,18,1,1133390760
46,222,1,1133366640
46,1388,1,1132837020
46,3603,1,1131190680
46,7282,1,1130076000
46,7419,1,1129990800
46,8131,1,1128685080
46,1273,1,1128526620
46,2233,1,1128261660
46,1540,1,1126361940
46,15727,1,1126370820
46,15709,1,1126294200
46,19758,1,1138897200
46,25053,1,1136823360
46,6542,1,1136388600
46,1108,1,1136117100
46,2958,1,1135639260
46,9072,1,1135638960
46,27055,1,1135249980
46,27030,1,1135274280
46,2087,1,1135249740
46,27912,1,1134985680
46,4699,1,1133541420
46,13209,1,1133541720
46,33349,1,1146447300
46,32493,1,1146184200
46,12393,1,1146183240
46,5387,1,1146183840
46,31751,1,1146223620
46,33302,1,1145968020
46,6116,1,1145851500
46,6116,1,1145857620
46,14230,1,1145847660
46,34560,1,1145846280
46,12136,1,1145849820
46,34537,1,1145847540
46,34513,1,1145852460
46,17904,1,1145529660
46,32,1,1145427420
46,27656,1,1145433300
46,9986,1,1144773000
46,9986,1,1144771740
46,982,1,1144752180
46,17148,1,1144510980
46,17140,1,1143713040
46,23315,1,1142684640
46,17343,1,1142688360
46,2794,1,1142688540
46,1720,1,1141042080
46,20557,1,1152282780
46,264,1,1152321960
46,264,1,1152283200
46,45209,1,1151407080
46,131,1,1149423480
46,33715,1,1149424500
46,31573,1,1149353820
46,245,1,1149292920
46,3983,1,1148732460
46,29225,1,1148652180
46,9791,1,1148651940
46,17904,1,1148561400
46,32053,1,1148560620
47,48,1,1133500380
47,94,1,1133441940
47,39,1,1133426820
47,12603,1,1127989620
47,1214,1,1147427580
47,32139,1,1145528280
47,17837,1,1145025600
47,1847,1,1142507580
47,15818,1,1149066780
47,23010,1,1155760200
47,23010,1,1155714180
48,47,1,1133453760
49,28,1,1133382000
50,14,1,1133468940
50,2573,1,1132233900
50,2591,1,1132249980
50,2591,1,1132234380
50,2578,1,1131027000
50,3291,1,1131028320
50,3291,1,1131052380
50,4709,1,1131052140
50,636,1,1130528280
50,3621,1,1130602200
50,1286,1,1130522880
50,5548,1,1130602440
50,5548,1,1130606400
50,5561,1,1130522580
50,5652,1,1130521860
50,3621,1,1130527680
50,6932,1,1130280420
50,2313,1,1130249880
50,6932,1,1130249100
50,7327,1,1130022720
50,7322,1,1130068560
50,9903,1,1129120980
50,11300,1,1128428700
50,2482,1,1127868780
50,1524,1,1127671860
50,430,1,1127586120
50,13928,1,1127523300
50,8424,1,1127563200
50,13953,1,1127522220
50,4149,1,1127563860
50,50,1,1127501280
50,5553,1,1127491260
